vacancy_part_id,profstandard_part_id,similarity,enriched_text
10009,24361.0,0.8334897432198083,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Готовить отчетность по результатам испытаний в соответствии с программой и методикой испытаний
10010,24348.0,0.8410425980857754,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Оценка и согласование сроков выполнения поставленных задач
10010,24344.0,0.8315274992268553,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Оценка и согласование сроков выполнения поставленных задач
10010,24346.0,0.8220890968238059,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Сбор и анализ полученных результатов испытаний интеграционного решения
10010,24376.0,0.8213436803425738,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Выбранная программа и методика испытаний интеграционного решения
10010,24345.0,0.8183880631542588,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Выполнение программы испытаний интеграционного решения
10011,24329.0,0.5954293583625044,"Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Высшее образование - специалитет, магистратура"
10011,24325.0,0.5899650091480246,Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Среднее профессиональное образование - программы подготовки специалистов среднего звена
10011,24327.0,0.5721888971039899,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Высшее образование - бакалавриат
10011,24324.0,0.5643438941909119,Техническая поддержка процессов сопровождения интеграционных решений Мониторинг функционирования интеграционного решения в соответствии с трудовым заданием Среднее профессиональное образование - программы подготовки специалистов среднего звена
10011,24326.0,0.5441435336571074,Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Дополнительное профессиональное образование - повышение квалификации
10012,24322.0,0.6722153123008714,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Ведущий инженер
10012,24334.0,0.6656646835141982,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Не менее трех лет в области технической поддержки и выполнения работ по созданию (модификации) и сопровождению интеграционных решений
10012,24323.0,0.6530597252709321,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Ведущий инженер по интеграции прикладных решений
10012,24333.0,0.6366214699718029,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Не менее одного года в области технической поддержки процессов создания (модификации) и сопровождения интеграционных решений
10012,24329.0,0.6163262471897983,"Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Высшее образование - специалитет, магистратура"
10013,24329.0,0.35403311485103783,"Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Высшее образование - специалитет, магистратура"
10013,24334.0,0.3333230088349424,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Не менее трех лет в области технической поддержки и выполнения работ по созданию (модификации) и сопровождению интеграционных решений
10013,24330.0,0.3212055288894634,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Дополнительное профессиональное образование - программы повышения квалификации
10013,24325.0,0.3126909079331931,Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Среднее профессиональное образование - программы подготовки специалистов среднего звена
10013,24375.0,0.3108681504264714,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Принципы и технологии функционирования выбранной интеграционной платформы
10014,24329.0,0.35954689348768243,"Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Высшее образование - специалитет, магистратура"
10014,24334.0,0.3504408865316665,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Не менее трех лет в области технической поддержки и выполнения работ по созданию (модификации) и сопровождению интеграционных решений
10014,24375.0,0.34473194489216985,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Принципы и технологии функционирования выбранной интеграционной платформы
10014,24330.0,0.3380789111359192,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Дополнительное профессиональное образование - программы повышения квалификации
10014,24325.0,0.3322903470205185,Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Среднее профессиональное образование - программы подготовки специалистов среднего звена
10015,24375.0,0.5284450567205607,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Принципы и технологии функционирования выбранной интеграционной платформы
10015,24371.0,0.50199026680008,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Принципы и технологии функционирования выбранной интеграционной платформы
10015,24359.0,0.4983143901172146,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Использовать методы и средства проведения испытаний интеграционного решения в соответствии с программой и методикой испытаний
10015,24372.0,0.4913792791606891,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Методы тестирования и документирования результатов тестирования
10015,24376.0,0.4895401025307002,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Выбранная программа и методика испытаний интеграционного решения
10016,24375.0,0.6939270335254848,Выполнение работ и управление работами по созданию (модификации) и сопровождению интеграционных решений Согласование требований к интеграционному решению Принципы и технологии функционирования выбранной интеграционной платформы
10016,24362.0,0.6671066295494157,Техническая поддержка процессов сопровождения интеграционных решений Мониторинг функционирования интеграционного решения в соответствии с трудовым заданием Принципы и технологии функционирования выбранной интеграционной платформы
10016,24371.0,0.6628852236260252,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Принципы и технологии функционирования выбранной интеграционной платформы
10016,24367.0,0.6563570260817838,"Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Типовые ошибки, возникающие при работе интеграционного решения и его компонент, и признаки их проявления"
10016,24354.0,0.653982237299819,Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Формализовать запросы пользователей по функционированию интеграционного решения
10017,24354.0,0.5960798757119682,Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Формализовать запросы пользователей по функционированию интеграционного решения
10017,24368.0,0.5810062854941539,"Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Методы устранения типовых ошибок, возникающих при работе интеграционного решения"
10017,24367.0,0.577564662869295,"Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Типовые ошибки, возникающие при работе интеграционного решения и его компонент, и признаки их проявления"
10017,24353.0,0.5754083387727621,Техническая поддержка процессов создания (модификации) интеграционных решений Тестирование интеграционного решения в соответствии с техническим заданием Работать с принятой системой учета и обработки запросов
10017,24371.0,0.5664140761681398,Выполнение работ по созданию (модификации) и сопровождению интеграционных решений Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению Принципы и технологии функционирования выбранной интеграционной платформы
10030,2006.0,0.638388274784026,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Подготовка документации на ремонт радиоэлектронного оборудования, контроль технического состояния оборудования, поступившего из ремонта Анализ причин и характера возникновения дефектов (конструкционных, производственных, эксплуатационных), разработка мер по их исключению"
10030,2014.0,0.6159043067001251,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Организация профилактических работ на радиоэлектронном оборудовании Идентификация технических проблем, возникающих в процессе эксплуатации"
10030,2010.0,0.6147062991462215,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Подготовка документации на ремонт радиоэлектронного оборудования, контроль технического состояния оборудования, поступившего из ремонта Проверка состояния поступившего из ремонта оборудования"
10030,2004.0,0.6081964260687606,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Подготовка документации на ремонт радиоэлектронного оборудования, контроль технического состояния оборудования, поступившего из ремонта Планирование порядка и последовательности проведения профилактических и ремонтных работ радиоэлектронных устройств и систем"
10030,2093.0,0.6038745120866069,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Подготовка документации на ремонт радиоэлектронного оборудования, контроль технического состояния оборудования, поступившего из ремонта Применять регламенты по обновлению и техническому сопровождению обслуживаемого радиоэлектронного оборудования"
10031,2194.0,0.7742012004536141,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Подготовка документации на ремонт радиоэлектронного оборудования, контроль технического состояния оборудования, поступившего из ремонта Принципы и процедуры планирования и организации работ по обслуживанию радиоэлектронного оборудования"
10031,2004.0,0.7706627692956555,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Подготовка документации на ремонт радиоэлектронного оборудования, контроль технического состояния оборудования, поступившего из ремонта Планирование порядка и последовательности проведения профилактических и ремонтных работ радиоэлектронных устройств и систем"
10031,2093.0,0.7574098125755764,"Производство, внедрение и эксплуатация радиоэлектронных средств и радиоэлектронных систем различного назначения Подготовка документации на ремонт радиоэлектронного оборудования, контроль технического состояния оборудования, поступившего из ремонта Применять регламенты по обновлению и техническому сопровождению обслуживаемого радиоэлектронного оборудования"
